,time_open,type_open,magic_open,position_id,reason_open,volume_open,price_open,commission_open,swap_open,profit_open,fee_open,symbol_open,time_close,type_close,magic_close,reason_close,volume_close,price_close,commission_close,swap_close,profit_close,fee_close,symbol_close
0,12/15/2023 20:25,2,0,0,0,0,0,0,0,10000,0,,12/15/2023 20:25,2,0,0,0,0,0,0,10000,0,
1,12/15/2023 21:35,0,100,3818161067,3,0.01,1.08951,0,0,0,0,EURUSD,12/15/2023 21:35,1,0,0,0.01,1.08932,0,0,-0.19,0,EURUSD
2,12/15/2023 21:35,1,100,3818161068,3,0.02,1.08931,0,0,0,0,EURUSD,12/15/2023 21:35,0,0,0,0.02,1.08952,0,0,-0.42,0,EURUSD
3,12/15/2023 21:36,0,100,3818161079,3,0.01,1.26867,0,0,0,0,GBPUSD,12/15/2023 21:37,1,0,0,0.01,1.26848,0,0,-0.19,0,GBPUSD
4,12/15/2023 21:36,1,100,3818161080,3,0.02,1.08929,0,0,0,0,EURUSD,12/15/2023 21:37,0,0,0,0.02,1.0895,0,0,-0.42,0,EURUSD
5,12/15/2023 21:47,0,100,3818161113,3,0.01,1.26901,0,0,0,0,GBPUSD,12/15/2023 21:48,1,0,0,0.01,1.26883,0,0,-0.18,0,GBPUSD
6,12/15/2023 21:47,1,100,3818161114,3,0.02,1.08948,0,0,0,0,EURUSD,12/15/2023 21:48,0,0,0,0.02,1.0897,0,0,-0.44,0,EURUSD
7,12/15/2023 21:47,0,100,3818161115,3,0.01,1.26901,0,0,0,0,GBPUSD,12/15/2023 21:48,1,0,0,0.01,1.26883,0,0,-0.18,0,GBPUSD
8,12/15/2023 21:47,1,100,3818161116,3,0.02,1.08948,0,0,0,0,EURUSD,12/15/2023 21:48,0,0,0,0.02,1.0897,0,0,-0.44,0,EURUSD
9,12/15/2023 21:51,0,100,3818161142,3,0.01,1.26895,0,0,0,0,GBPUSD,12/15/2023 21:51,1,0,0,0.01,1.26896,0,0,0.01,0,GBPUSD
10,12/15/2023 21:51,1,100,3818161143,3,0.02,1.08948,0,0,0,0,EURUSD,12/15/2023 21:51,0,0,0,0.02,1.08981,0,0,-0.66,0,EURUSD
11,12/15/2023 21:51,0,100,3818161144,3,0.01,1.45714,0,0,0,0,EURCAD,12/15/2023 21:51,1,0,0,0.01,1.45668,0,0,-0.34,0,EURCAD
12,12/22/2023 11:39,0,100,3818211059,3,0.01,1.27035,0,0,0,0,GBPUSD,12/22/2023 11:39,1,0,0,0.01,1.27022,0,0,-0.13,0,GBPUSD
13,12/22/2023 11:39,1,100,3818211060,3,0.02,1.10106,0,0,0,0,EURUSD,12/22/2023 11:39,0,0,0,0.02,1.10126,0,0,-0.4,0,EURUSD
14,12/22/2023 11:39,0,100,3818211061,3,0.01,1.46211,0,0,0,0,EURCAD,12/22/2023 11:39,1,0,0,0.01,1.46167,0,0,-0.33,0,EURCAD
15,12/22/2023 11:47,0,100,3818211131,3,0.01,1.26972,0,0,0,0,GBPUSD,12/22/2023 11:47,1,0,0,0.01,1.2696,0,0,-0.12,0,GBPUSD
16,12/22/2023 11:47,1,100,3818211132,3,0.02,1.10087,0,0,0,0,EURUSD,12/22/2023 11:47,0,0,0,0.02,1.10107,0,0,-0.4,0,EURUSD
17,12/22/2023 11:47,0,100,3818211133,3,0.01,1.46165,0,0,0,0,EURCAD,12/22/2023 11:47,1,0,0,0.01,1.46113,0,0,-0.39,0,EURCAD
18,12/22/2023 12:01,0,100,3818211287,3,0.01,0.85573,0,0,0,0,USDCHF,12/22/2023 12:03,1,0,0,0.01,0.85551,0,0,-0.26,0,USDCHF
19,12/22/2023 12:01,0,100,3818211289,3,0.01,0.85565,0,0,0,0,USDCHF,12/22/2023 12:03,1,0,0,0.01,0.85551,0,0,-0.16,0,USDCHF
20,12/22/2023 12:02,0,100,3818211294,3,0.01,0.85565,0,0,0,0,USDCHF,12/22/2023 12:03,1,0,0,0.01,0.85551,0,0,-0.16,0,USDCHF
21,12/22/2023 14:18,0,100,3818213499,3,0.01,0.85372,0,0,0,0,USDCHF,12/22/2023 14:18,1,0,0,0.01,0.85357,0,0,-0.18,0,USDCHF
22,12/22/2023 14:24,0,100,3818213542,3,0.01,0.85353,0,0,0,0,USDCHF,12/22/2023 14:24,1,0,0,0.01,0.85323,0,0,-0.35,0,USDCHF
23,12/22/2023 14:25,0,100,3818213559,3,0.01,0.85342,0,0,0,0,USDCHF,12/22/2023 14:33,1,0,0,0.01,0.85316,0,0,-0.3,0,USDCHF
24,12/22/2023 14:41,0,100,3818214856,3,0.01,1.1033,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.01,1.10237,0,0,-0.93,0,EURUSD
25,12/22/2023 14:42,0,100,3818214867,3,0.01,1.10297,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.01,1.10237,0,0,-0.6,0,EURUSD
26,12/22/2023 14:45,0,100,3818214896,3,0.01,1.1029,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.01,1.10237,0,0,-0.53,0,EURUSD
27,12/22/2023 14:45,0,100,3818214897,3,0.03,1.1029,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.03,1.10237,0,0,-1.59,0,EURUSD
28,12/22/2023 14:46,0,100,3818214905,3,0.01,1.10268,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.01,1.10237,0,0,-0.31,0,EURUSD
29,12/22/2023 14:46,0,100,3818214906,3,0.03,1.10268,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.03,1.10237,0,0,-0.93,0,EURUSD
30,12/22/2023 14:46,0,100,3818214928,3,0.01,1.10261,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.01,1.10237,0,0,-0.24,0,EURUSD
31,12/22/2023 14:46,0,100,3818214929,3,0.03,1.10261,0,0,0,0,EURUSD,12/22/2023 14:46,1,0,0,0.03,1.10237,0,0,-0.72,0,EURUSD
32,12/22/2023 14:47,0,100,3818214983,3,0.01,1.10248,0,0,0,0,EURUSD,12/22/2023 14:48,1,0,0,0.01,1.10224,0,0,-0.24,0,EURUSD
33,12/22/2023 14:47,0,100,3818214984,3,0.03,1.27181,0,0,0,0,GBPUSD,12/22/2023 14:48,1,0,0,0.03,1.27154,0,0,-0.81,0,GBPUSD
34,12/22/2023 14:58,0,100,3818215218,3,0.01,1.10179,0,0,0,0,EURUSD,12/22/2023 14:59,1,0,0,0.01,1.10162,0,0,-0.17,0,EURUSD
35,12/22/2023 14:58,1,100,3818215219,3,0.03,1.10157,0,0,0,0,EURUSD,12/22/2023 14:59,0,0,0,0.03,1.10182,0,0,-0.75,0,EURUSD
36,12/22/2023 14:58,0,100,3818215221,3,0.01,1.10191,0,0,0,0,EURUSD,12/22/2023 14:59,1,0,0,0.01,1.10162,0,0,-0.29,0,EURUSD
37,12/22/2023 14:58,1,100,3818215222,3,0.03,1.10171,0,0,0,0,EURUSD,12/22/2023 14:59,0,0,0,0.03,1.10184,0,0,-0.39,0,EURUSD
38,12/22/2023 16:35,0,100,3818218077,3,0.01,1.10351,0,0,0,0,EURUSD,12/22/2023 16:40,1,0,0,0.01,1.10325,0,0,-0.26,0,EURUSD
39,12/22/2023 16:35,1,100,3818218078,3,0.03,1.1033,0,0,0,0,EURUSD,12/22/2023 16:40,0,0,0,0.03,1.10345,0,0,-0.45,0,EURUSD
40,12/22/2023 16:37,0,100,3818218226,3,0.01,1.10317,0,0,0,0,EURUSD,12/22/2023 16:40,1,0,0,0.01,1.10325,0,0,0.08,0,EURUSD
41,12/22/2023 16:37,1,100,3818218227,3,0.03,1.10297,0,0,0,0,EURUSD,12/22/2023 16:40,0,0,0,0.03,1.10345,0,0,-1.44,0,EURUSD
42,12/22/2023 16:39,0,100,3818218237,3,0.01,1.1034,0,0,0,0,EURUSD,12/22/2023 16:40,1,0,0,0.01,1.10325,0,0,-0.15,0,EURUSD
43,12/22/2023 16:39,1,100,3818218238,3,0.03,1.1032,0,0,0,0,EURUSD,12/22/2023 16:40,0,0,0,0.03,1.10345,0,0,-0.75,0,EURUSD
44,12/22/2023 16:40,0,100,3818218305,3,0.01,1.10351,0,0,0,0,EURUSD,12/22/2023 16:40,1,0,0,0.01,1.10325,0,0,-0.26,0,EURUSD
45,12/22/2023 16:40,1,100,3818218306,3,0.03,1.10331,0,0,0,0,EURUSD,12/22/2023 16:40,0,0,0,0.03,1.10345,0,0,-0.42,0,EURUSD
46,12/22/2023 16:41,0,100,3818218447,3,0.01,1.10361,0,0,0,0,EURUSD,12/22/2023 16:43,1,0,0,0.01,1.10371,0,0,0.1,0,EURUSD
47,12/22/2023 16:41,1,100,3818218448,3,0.03,1.10341,0,0,0,0,EURUSD,12/22/2023 16:43,0,0,0,0.03,1.10394,0,0,-1.59,0,EURUSD
48,12/22/2023 16:45,0,100,3818218939,3,0.01,1.10373,0,0,0,0,EURUSD,12/22/2023 16:46,1,0,0,0.01,1.10351,0,0,-0.22,0,EURUSD
49,12/22/2023 16:45,1,100,3818218940,3,0.05,1.10351,0,0,0,0,EURUSD,12/22/2023 16:46,0,0,0,0.03,1.1038,0,0,-0.87,0,EURUSD
50,12/22/2023 16:46,0,100,3818218949,3,0.01,1.10376,0,0,0,0,EURUSD,12/22/2023 16:46,1,0,0,0.01,1.10351,0,0,0,0,EURUSD
51,12/22/2023 16:46,1,100,3818218951,3,0.05,1.10351,0,0,0,0,EURUSD,12/22/2023 16:46,0,0,0,0.05,1.1038,0,0,-1.45,0,EURUSD
52,12/22/2023 16:52,0,100,3818219047,3,0.01,1.10404,0,0,0,0,EURUSD,12/22/2023 16:52,1,0,0,0.01,1.10379,0,0,-0.25,0,EURUSD
53,12/22/2023 16:52,1,100,3818219048,3,0.05,1.10384,0,0,0,0,EURUSD,12/22/2023 16:52,0,0,0,0.05,1.10399,0,0,-0.75,0,EURUSD
54,12/22/2023 16:53,0,100,3818219054,3,0.01,1.10406,0,0,0,0,EURUSD,12/22/2023 16:56,1,0,0,0.01,1.10374,0,0,-0.32,0,EURUSD
55,12/22/2023 16:53,1,100,3818219055,3,0.05,1.10386,0,0,0,0,EURUSD,12/22/2023 16:56,0,0,0,0.05,1.10394,0,0,-0.4,0,EURUSD
56,12/22/2023 16:53,0,100,3818219059,3,0.01,1.10409,0,0,0,0,EURUSD,12/22/2023 16:56,1,0,0,0.01,1.10374,0,0,-0.35,0,EURUSD
57,12/22/2023 16:53,1,100,3818219060,3,0.05,1.10389,0,0,0,0,EURUSD,12/22/2023 16:56,0,0,0,0.05,1.10394,0,0,-0.25,0,EURUSD
58,12/22/2023 16:56,0,100,3818219068,3,0.01,1.10394,0,0,0,0,EURUSD,12/22/2023 16:56,1,0,0,0.01,1.10374,0,0,-0.2,0,EURUSD
59,12/22/2023 16:56,1,100,3818219069,3,0.05,1.10374,0,0,0,0,EURUSD,12/22/2023 16:56,0,0,0,0.05,1.10396,0,0,-1.1,0,EURUSD
60,12/22/2023 17:23,0,100,3818219483,3,0.01,1.10299,0,0,0,0,EURUSD,12/22/2023 18:40,1,100,3,0.01,1.10155,0,0,-1.44,0,EURUSD
61,12/22/2023 17:23,1,100,3818219484,3,0.05,1.10279,0,0,0,0,EURUSD,12/22/2023 18:40,0,100,3,0.05,1.10175,0,0,5.2,0,EURUSD
62,12/22/2023 18:15,0,100,3818220792,3,0.01,1.10155,0,0,0,0,EURUSD,12/22/2023 18:40,1,100,3,0.01,1.10155,0,0,0,0,EURUSD
63,12/22/2023 18:15,1,100,3818220793,3,0.05,1.10132,0,0,0,0,EURUSD,12/22/2023 18:40,0,100,3,0.05,1.10175,0,0,-2.15,0,EURUSD
64,12/22/2023 18:16,0,100,3818220794,3,0.01,1.10151,0,0,0,0,EURUSD,12/22/2023 18:40,1,100,3,0.01,1.10155,0,0,0.04,0,EURUSD
65,12/22/2023 18:16,1,100,3818220795,3,0.05,1.10131,0,0,0,0,EURUSD,12/22/2023 18:40,0,100,3,0.05,1.10175,0,0,-2.2,0,EURUSD
66,12/28/2023 20:47,0,100,3818259693,3,0.01,1.1059,0,0,0,0,EURUSD,12/29/2023 11:31,1,0,0,0.01,1.10489,0,-0.06,-1.01,0,EURUSD
